venues_id,name,address,crossStreet,lat,lng,cc,city,country,categories,verified,tip_count,url,price_tier,price_message,price_currency,likes,rating,photos,description,lists,hours,popular_hours,attributes
53cab562498ec6ddfb049916,قهوة اليوم,,,24.769780246891855,46.804678011786606,SA,,المملكة العربية السعودية,"""Coffee Shop""",False,5,,1,Cheap,$,12,7.5,14,,,,,"""Price : $""""Credit Cards : Yes""""Parking : Yes""""Restroom : Yes"""
521ad851498e4bcc52b93ee7,BARNIE'S (بارنيز),شرق الرياض,طريق خريص,24.75171534218954,46.81925617723504,SA,الرياض,المملكة العربية السعودية,"""Coffee Shop""",False,7,,1,Cheap,$,36,8.3,10,,"""Favorite""""مقاهي""",,,"""Price : $""""Reservations : Yes""""Credit Cards : No""""Outdoor Seating : Yes""""Breakfast : Breakfast""""Cocktails : Cocktails"""
50e5517ef1361435d03d6b8d,dr.CAFE COFFEE (د. كيف كوفي),Othaim Mall,Khurais Street,24.751032705506624,46.82266223084985,SA,الرياض,المملكة العربية السعودية,"""Coffee Shop""""Café""""Sandwich Place""",True,76,http://www.dr-cafe.com.sa,1,Cheap,$,166,9.0,48,"dr.CAFE COFFEE is a leading coffee company that provides unmatched standards in high quality products, knowledgeable and friendly services in an outstanding Ultimate Place Experience to suit each individual guest's lifestyle and for a memorable personal experience.","""dr. CAFE COFFEE""""فطور صباحي""","""Mon–Sun 6:00 AM–Midnight ""","""Today 9:00 AM–10:00 AM 3:00 PM–Midnight """"Wed 11:00 AM–Noon 4:00 PM–11:00 PM """"Thu 11:00 AM–Noon 4:00 PM–Midnight """"Fri 3:00 PM–Midnight """"Sat 5:00 PM–Midnight """"Sun 10:00 AM–1:00 PM 5:00 PM–11:00 PM """"Mon 1:00 PM–2:00 PM 5:00 PM–Midnight ""","""Price : $""""Reservations : No""""Credit Cards : Yes (incl. Visa & MasterCard)""""Outdoor Seating : No""""Wi-Fi : Free""""Breakfast : Breakfast""""Brunch : Brunch""""Lunch : Lunch""""Dinner : Dinner""""Dessert : Dessert""""Delivery : No Delivery""""Public Lot : Public Lot""""ATM : Yes"""
5640c738cd10e8b146ce6f8f,Caribou Coffee (كاريبو كوفي),Khurais Rd,,24.75195246444247,46.82145039918633,SA,الرياض,المملكة العربية السعودية,"""Coffee Shop""",False,9,,1,Cheap,$,38,8.2,45,,"""Vegan cafe""""alriyadh""",,"""Today 9:00 AM–10:00 AM 4:00 PM–Midnight """"Wed 9:00 AM–3:00 PM 5:00 PM–10:00 PM """"Thu 8:00 AM–9:00 AM Noon–1:00 PM 5:00 PM–Midnight """"Fri–Sat 5:00 PM–Midnight """"Sun 10:00 AM–11:00 AM 4:00 PM–11:00 PM """"Mon 10:00 AM–11:00 AM 6:00 PM–11:00 PM ""","""Price : $"""
5d37714516ff160008b7de7d,Cafe 365,,,24.744838,46.792772,SA,الرياض,المملكة العربية السعودية,"""Coffee Shop""",False,6,,1,Cheap,$,7,7.8,37,,"""Riyadh coffee shops""""Ngha""",,,"""Price : $"""
5b2895ee791871002c520a4c,Coffee Square (ميدان القهوة),Abi Saeed Al Khudri St,at Khalid Ibn Al Waleed Rd,24.76154526512807,46.780474247683074,SA,الرياض,المملكة العربية السعودية,"""Coffee Shop""",False,37,,1,Cheap,$,80,7.8,443,,"""Specialty coffee Riyadh""""Specialty Coffee in Riyadh & Al Kharj""""Specialty Coffee (Riyadh)""""Specialty coffee Riyadh""",,"""Today 5:00 PM–11:00 PM """"Wed 4:00 PM–Midnight """"Thu 5:00 PM–Midnight """"Fri–Sat 4:00 PM–Midnight """"Sun 5:00 PM–11:00 PM """"Mon 4:00 PM–11:00 PM ""","""Price : $"""
5265f61711d2040f1627964b,Dunkin' Donuts (دانكن دونتس),Nassim Dist.,Saad Bin Abi Waqqas,24.739598105564003,46.810840574235755,SA,الرياض,المملكة العربية السعودية,"""Donut Shop""",False,11,,1,Cheap,$,97,8.2,52,,,,"""Today 6:00 AM–10:00 AM 6:00 PM–11:00 PM """"Wed 6:00 AM–Noon 3:00 PM–4:00 PM 8:00 PM–Midnight """"Thu 6:00 AM–9:00 AM 5:00 PM–Midnight """"Fri 3:00 PM–10:00 PM """"Sat 2:00 PM–11:00 PM """"Sun 6:00 AM–10:00 AM 6:00 PM–11:00 PM """"Mon 6:00 AM–10:00 AM 6:00 PM–10:00 PM ""","""Price : $""""Credit Cards : Yes""""Outdoor Seating : Yes""""Music : No""""Breakfast : Breakfast""""Delivery : No Delivery"""
542841cd498ebea268a0c842,Mercato Coffee (ميركاتو كافيه),عبدالرحمن الناصر,,24.750685300791776,46.79444347374744,SA,الرياض,المملكة العربية السعودية,"""Coffee Shop""",False,6,,1,Cheap,$,52,7.2,5,,""".""""Cafes""",,"""Today 1:00 PM–3:00 PM 7:00 PM–11:00 PM """"Wed 11:00 AM–Noon 5:00 PM–1:00 AM """"Thu 3:00 PM–Midnight """"Fri 1:00 PM–6:00 PM 9:00 PM–11:00 PM """"Sat 24 Hours """"Sun 3:00 PM–Midnight """"Mon 1:00 PM–2:00 PM 4:00 PM–11:00 PM ""","""Price : $""""Outdoor Seating : No""""Wi-Fi : No"""
5b2bef931acf11002c34d6cd,55 Cafee,الرياض، شارع أبي موسى الأشعري,,24.75044657896841,46.78561308837881,SA,الرياض,المملكة العربية السعودية,"""Café""""Coffee Shop""",False,3,,1,Cheap,$,11,7.5,29,,,"""Mon–Sun 6:00 AM–2:00 AM """,,"""Price : $""""Credit Cards : Yes (incl. NFC Payments & MasterCard)""""Wi-Fi : Yes""""Lunch : Lunch""""Dinner : Dinner""""Street Parking : Street""""Restroom : Yes""""Wheelchair Accessible : Yes""""TVs : Yes""""Smoking : Yes"""
4f4413fae4b0ee9b2309ad97,Krispy Kreme (كرسبي كريم),Hasfah Bint Omar St,,24.743707,46.790126,SA,الرياض,المملكة العربية السعودية,"""Donut Shop""",True,26,http://www.krispykremearabia.com,1,Cheap,$,261,7.7,101,"Krispy Kreme is an international retailer of premium-quality sweet treats, including its signature Original Glazed® doughnut.
كرسبي كريم هو المورّد العالمي للحلويات العالية الجودة وبالأخص الجليزد دونت الأصلية.","""Resturants""",,"""Today 6:00 AM–7:00 AM 4:00 PM–11:00 PM """"Wed 9:00 AM–10:00 AM 4:00 PM–11:00 PM """"Thu 9:00 AM–10:00 AM 4:00 PM–Midnight """"Fri Noon–1:00 PM 4:00 PM–Midnight """"Sat 3:00 PM–11:00 PM """"Sun 6:00 AM–7:00 AM 4:00 PM–11:00 PM """"Mon 7:00 AM–8:00 AM 4:00 PM–Midnight ""","""Price : $""""Credit Cards : Yes""""Outdoor Seating : No""""Breakfast : Breakfast""""Brunch : Brunch""""Delivery : No Delivery"""
