venues_id,name,address,crossStreet,lat,lng,cc,city,country,categories,verified,tip_count,url,price_tier,price_message,price_currency,likes,rating,photos,description,lists,hours,popular_hours,attributes
5820d1cf1ff7964776055088,PUREGER,Northern Ring Rd,,24.706964953442085,46.804876184832665,SA,الرياض,المملكة العربية السعودية,"""Food Truck""""Burger Joint""",False,19,,1,Cheap,$,47,8.6,12,,"""Riyadh""""Riyadh""""Riyadh 🇸🇦""""American food""","""Mon–Tue, Sun 8:00 PM–Midnight """"Wed, Fri 8:00 PM–3:00 AM """,,"""Price : $""""Credit Cards : Yes (incl. Visa & MasterCard)""""Dinner : Dinner""""Take-out : Take-out""""Drive-thru : Drive-thru"""
4ec1e6ae9a52cce4f47b07f3,فلافل ركن عدنان,,,24.704623081643337,46.80706051108009,SA,,المملكة العربية السعودية,"""Falafel Restaurant""",False,18,,1,Cheap,$,139,8.3,21,,"""Need To Try""""اكلات خفيفه فطور""",,"""Today 5:00 AM–Noon 8:00 PM–Midnight """"Tue 6:00 AM–11:00 AM 8:00 PM–Midnight """"Wed 5:00 AM–Noon 9:00 PM–11:00 PM """"Thu 5:00 AM–Noon 7:00 PM–10:00 PM """"Fri 5:00 AM–11:00 AM 4:00 PM–5:00 PM """"Sat 5:00 AM–7:00 AM 9:00 AM–Noon 2:00 PM–6:00 PM 8:00 PM–11:00 PM """"Sun 5:00 AM–Noon 9:00 PM–10:00 PM ""","""Price : $""""Reservations : No""""Credit Cards : No""""Outdoor Seating : Yes""""Wi-Fi : Yes""""Breakfast : Breakfast""""Lunch : Lunch""""Happy Hour : Happy Hour""""Delivery : No Delivery"""
5d1a00eb4423320030cd7c8c,Albaik (البيك),Al Imam Alshafii Street,Prince Sa'ad Bin Abdulrahman Road,24.692495,46.810098,SA,الرياض,المملكة العربية السعودية,"""Fried Chicken Joint""",False,29,,1,Cheap,$,120,8.8,153,,"""مطاعم""""Food""""Riyadh""""Restaurants & Cafes""",,"""Today 1:00 PM–2:00 PM 4:00 PM–5:00 PM 8:00 PM–2:00 AM """"Tue 1:00 PM–5:00 PM 8:00 PM–2:00 AM """"Wed 2:00 PM–3:00 PM 8:00 PM–2:00 AM """"Thu 1:00 PM–5:00 PM 9:00 PM–2:00 AM """"Fri 1:00 PM–4:00 PM 9:00 PM–2:00 AM """"Sat 1:00 PM–5:00 PM 8:00 PM–2:00 AM """"Sun 2:00 PM–3:00 PM 5:00 PM–1:00 AM ""","""Price : $""""Dinner : Dinner"""
4fc44f0fe4b00c62acf7803f,شعبيات الرومانسية ( شعبيات يمنية ),شارع الإمام الشافعي,,24.693898157384254,46.80885033479201,SA,الرياض,المملكة العربية السعودية,"""Breakfast Spot""""Middle Eastern Restaurant""",False,37,http://sha3biatalromansia.com,1,Cheap,$,149,8.7,90,,"""My Try List""""الرياض""""الرياض""""To try!""",,"""Today 5:00 AM–11:00 AM """"Tue 5:00 AM–11:00 AM """"Wed 5:00 AM–Noon """"Thu 4:00 AM–11:00 AM """"Fri 5:00 AM–9:00 AM """"Sat 5:00 AM–Noon """"Sun 5:00 AM–11:00 AM ""","""Price : $""""Reservations : No""""Credit Cards : No""""Outdoor Seating : No""""Breakfast : Breakfast""""Brunch : Brunch""""Lunch : Lunch""""Happy Hour : Happy Hour""""Delivery : No Delivery"""
4f77ea1be4b0b009eec30637,بيت الفطيرة الشامية,Assalam,Alzobair Ibn Ala'awam,24.70259563219525,46.80404068224811,SA,الرياض,المملكة العربية السعودية,"""Middle Eastern Restaurant""",False,22,,2,Moderate,$,157,8.6,27,,"""Later""""My Try List""""فطائر""""مطاعم قريبه من الخرج""",,"""Today 7:00 PM–1:00 AM """"Tue 7:00 AM–8:00 AM 5:00 PM–6:00 PM 8:00 PM–2:00 AM """"Wed 7:00 PM–2:00 AM """"Thu 10:00 AM–11:00 AM 5:00 PM–6:00 PM 9:00 PM–1:00 AM """"Fri 4:00 PM–Midnight """"Sat 4:00 PM–1:00 AM """"Sun 10:00 AM–11:00 AM 8:00 PM–2:00 AM ""","""Price : $$""""Reservations : No""""Outdoor Seating : Yes""""Breakfast : Breakfast""""Dinner : Dinner""""Delivery : Delivery"""
520c80d011d24889642c1135,Dunkin' Donuts (دانكن دونتس),Saad Bin Abdulrahman Raod,صلاح الدين الأيوبي | مخرج ١٥,24.694530705326397,46.81269873481744,SA,الرياض,المملكة العربية السعودية,"""Donut Shop""",False,12,,1,Cheap,$,237,8.2,143,,"""Coffee Shop""""قريب من البيت""","""Mon–Thu, Sat–Sun 6:30 AM–11:30 PM """"Fri 6:30 AM–10:30 AM 1:00 PM–11:30 PM ""","""Today 6:00 AM–11:00 AM 4:00 PM–10:00 PM """"Tue 6:00 AM–10:00 AM 4:00 PM–10:00 PM """"Wed 6:00 AM–10:00 AM 5:00 PM–10:00 PM """"Thu 6:00 AM–11:00 AM 4:00 PM–11:00 PM """"Fri Noon–2:00 PM 4:00 PM–10:00 PM """"Sat 2:00 PM–10:00 PM """"Sun 6:00 AM–10:00 AM 5:00 PM–10:00 PM ""","""Price : $""""Credit Cards : No""""Outdoor Seating : No""""Music : No""""Wi-Fi : Yes""""Breakfast : Breakfast""""Brunch : Brunch""""Dessert : Dessert""""Happy Hour : Happy Hour""""Delivery : No Delivery""""Street Parking : Street""""Restroom : Yes""""TVs : Yes"""
4ed3f0ff5c5c9528fd66203d,بيت الفلافل,,,24.702777927058452,46.8042386542498,SA,الرياض,المملكة العربية السعودية,"""Falafel Restaurant""",False,7,,1,Cheap,$,42,8.5,10,,"""Restaurants in Riyadh""""الاماكن المفضله""",,"""Today 5:00 AM–2:00 PM 9:00 PM–Midnight """"Tue 5:00 AM–2:00 PM """"Wed 24 Hours """"Thu 5:00 AM–11:00 AM 11:00 PM–1:00 AM """"Fri 5:00 AM–10:00 AM Noon–1:00 PM 9:00 PM–11:00 PM """"Sat 5:00 AM–8:00 AM 10:00 AM–Noon 8:00 PM–Midnight """"Sun 5:00 AM–10:00 AM 4:00 PM–5:00 PM 11:00 PM–Midnight ""","""Price : $""""Credit Cards : No""""Outdoor Seating : No""""Breakfast : Breakfast""""Lunch : Lunch""""Delivery : Delivery"""
57b3f5eb498eefc426f57c43,Aldouk Broasted (بروستد الدوك),حي السلام شارع الزبير بن العوام بعد تقاطع الشافعي مقابل سنابل السلام,الشافعي,24.70406430040179,46.80689021945,SA,الرياض,المملكة العربية السعودية,"""Fried Chicken Joint""""Fast Food Restaurant""",True,21,,1,Cheap,$,34,8.1,11,,"""Riyadh""""Best Broasted in Riyadh""""بروستد""""الرياض""",,,"""Price : $""""Reservations : No""""Credit Cards : Yes (incl. Visa)""""Outdoor Seating : No""""Dinner : Dinner""""Delivery : No Delivery""""Parking : Yes""""Restroom : Yes""""ATM : Yes"""
593573d1c5b11c6c166dc82d,Torta And More (تورتا اند مور),شار الزبير بن العوام حي السلام,,24.7032052264926,46.805064720166364,SA,الرياض,المملكة العربية السعودية,"""Sandwich Place""",False,2,,1,Cheap,$,31,8.3,6,,,,"""Today 10:00 AM–11:00 AM 2:00 PM–11:00 PM """"Tue 10:00 AM–11:00 AM 2:00 PM–Midnight """"Wed 7:00 AM–8:00 AM 11:00 AM–Noon 3:00 PM–Midnight """"Thu 10:00 AM–11:00 AM 4:00 PM–11:00 PM """"Fri 24 Hours """"Sat 1:00 PM–11:00 PM """"Sun 7:00 AM–9:00 AM 2:00 PM–Midnight ""","""Price : $""""Breakfast : Breakfast""""Dinner : Dinner"""
51169912e4b0ec510842cbdc,Moryan Falafel (فلافل موريان),Al Zubair Bin Al Awam St,,24.70233831082388,46.803598439506146,SA,الرياض,المملكة العربية السعودية,"""Falafel Restaurant""""Middle Eastern Restaurant""",False,28,,1,Cheap,$,143,8.5,27,,"""Riyadh 🏡""""New places""""alriyadh""""الرياض""",,"""Today 5:00 AM–11:00 AM 7:00 PM–Midnight """"Tue 6:00 AM–Noon 8:00 PM–10:00 PM """"Wed 6:00 AM–Noon 9:00 PM–10:00 PM """"Thu 6:00 AM–11:00 AM 10:00 PM–Midnight """"Fri 11:00 PM–Midnight """"Sat 5:00 AM–Noon 8:00 PM–11:00 PM """"Sun 5:00 AM–Noon 8:00 PM–Midnight ""","""Price : $""""Reservations : No""""Outdoor Seating : No""""Breakfast : Breakfast""""Brunch : Brunch""""Lunch : Lunch""""Delivery : No Delivery"""
527a8b69498e2757833228df,Hot Pizza (البيتزا الساخنة),Az Zubair Ibn Al Awam,Saad Ibn Ubadah,24.704769,46.807375,SA,الرياض,المملكة العربية السعودية,"""Pizza Place""",False,11,,1,Cheap,$,15,8.1,17,,"""Need To Try""""Delivery""",,,"""Price : $""""Reservations : No""""Credit Cards : No""""Outdoor Seating : No""""Delivery : Delivery"""
5d1a4357627d6b00231cc021,Albaik (مطعم البيك),Saad Ibn Abi Waqas St.,,24.72508,46.821908,SA,الرياض,المملكة العربية السعودية,"""Fried Chicken Joint""",False,8,,1,Cheap,$,60,8.7,79,,,,"""Today 1:00 PM–4:00 PM 7:00 PM–1:00 AM """"Tue 3:00 PM–2:00 AM """"Wed 1:00 PM–7:00 PM 9:00 PM–2:00 AM """"Thu Noon–6:00 PM 8:00 PM–2:00 AM """"Fri 2:00 PM–5:00 PM 9:00 PM–2:00 AM """"Sat 2:00 PM–5:00 PM 7:00 PM–2:00 AM """"Sun 8:00 PM–2:00 AM ""","""Price : $""""Lunch : Lunch""""Dinner : Dinner"""
551afb94498e6713ea5ea1bc,Maestro Pizza (مايسترو بيتزا),,,24.69399683969671,46.812919072135564,SA,الرياض,المملكة العربية السعودية,"""Pizza Place""",False,4,http://maestropizza.com,1,Cheap,$,23,7.9,3,,"""Italian""",,,"""Price : $""""Brunch : Brunch""""Dinner : Dinner"""
57fba46e498e9e77b7491205,Dunkin' Donuts دانكن دونات,احمد بن حنبل,,24.72528682278531,46.81583554752972,SA,الرياض,المملكة العربية السعودية,"""Donut Shop""",False,4,,1,Cheap,$,44,8.8,84,,,,"""Today 7:00 AM–10:00 AM 4:00 PM–11:00 PM """"Tue 6:00 AM–11:00 AM 4:00 PM–10:00 PM """"Wed 7:00 AM–10:00 AM 5:00 PM–11:00 PM """"Thu 7:00 AM–10:00 AM 4:00 PM–5:00 PM 7:00 PM–10:00 PM """"Fri 3:00 PM–10:00 PM """"Sat 4:00 PM–10:00 PM """"Sun 6:00 AM–10:00 AM 5:00 PM–Midnight ""","""Price : $""""Breakfast : Breakfast"""
50a60bfde4b05f411f44a698,AlSumman Restaurant (مطعم الصمان),,,24.690197409686682,46.81179838116609,SA,,المملكة العربية السعودية,"""Middle Eastern Restaurant""",False,4,,2,Moderate,$,23,8.2,2,,"""للزياره""""fav""",,,"""Price : $$""""Brunch : Brunch""""Lunch : Lunch""""Dinner : Dinner"""
5048f427e4b0a084837b5825,Al-Afandi Broasted (بروستد الأفندي),An Nasim,سعد بن وقاص,24.72362160163148,46.822687885397585,SA,الرياض,المملكة العربية السعودية,"""Fried Chicken Joint""",False,47,http://www.alafandicorner.com,1,Cheap,$,166,8.3,31,,"""http://tubemate""""Mix""""Food Riyadh""""Restaurants to go""",,"""Today 8:00 PM–2:00 AM """"Tue 1:00 PM–2:00 PM 8:00 PM–2:00 AM """"Wed 1:00 PM–2:00 PM 5:00 PM–6:00 PM 8:00 PM–1:00 AM """"Thu Noon–2:00 PM 6:00 PM–2:00 AM """"Fri 4:00 PM–2:00 AM """"Sat 2:00 PM–1:00 AM """"Sun 8:00 PM–2:00 AM ""","""Price : $""""Reservations : No""""Credit Cards : No""""Outdoor Seating : Yes""""Brunch : Brunch""""Dinner : Dinner""""Delivery : No Delivery"""
4ed07dff8b81b47396a949f1,قصر الأجداد,طريق الإمام الشافعي,,24.70257325118887,46.802525281945854,SA,,المملكة العربية السعودية,"""Middle Eastern Restaurant""",False,10,,2,Moderate,$,48,8.1,39,,"""Riyadh2""""Riyadh Traditional Resaurants""",,,"""Price : $$""""Reservations : Yes""""Credit Cards : Yes""""Outdoor Seating : No""""Private Room : Yes""""Music : No""""Lunch : Lunch""""Dinner : Dinner""""Delivery : Delivery""""Private Lot : Private Lot""""Restroom : Yes"""
5678f215498e17b35a9e7f50,Abu Jbara (أبو جبارة),Abdullah Ibn Masud St.,Al-Imam Ahmad Bin Hanbal St.,24.725084721789916,46.815732516234085,SA,الرياض,المملكة العربية السعودية,"""Breakfast Spot""""Falafel Restaurant""",False,10,,1,Cheap,$,41,8.4,9,,"""Food 🍔🍟🍩🌯🍕""""Morning""",,,"""Price : $""""Reservations : No""""Outdoor Seating : No""""Breakfast : Breakfast""""Brunch : Brunch""""Lunch : Lunch""""Happy Hour : Happy Hour""""Delivery : No Delivery"""
4fdfe11fe4b0872cf2201254,كبدة عوافي,,,24.700390036106604,46.8004758757104,SA,,المملكة العربية السعودية,"""Breakfast Spot""",False,8,,1,Cheap,$,47,8.2,25,,"""Breakfast 🥞""""B""""Riyadh breakfast""""Will try!""",,"""Today 5:00 AM–11:00 AM """"Tue 4:00 AM–11:00 AM """"Wed–Thu 5:00 AM–11:00 AM """"Fri 5:00 AM–10:00 AM """"Sat 4:00 AM–Noon """"Sun 5:00 AM–Noon ""","""Price : $""""Outdoor Seating : No""""Breakfast : Breakfast""""Brunch : Brunch""""Lunch : Lunch""""Delivery : No Delivery"""
5633e5df498e3714da1c21d5,Al khabir,,,24.68264619133051,46.817941318893126,SA,الرياض,المملكة العربية السعودية,"""Turkish Restaurant""",False,6,,2,Moderate,$,41,8.5,13,,"""المطاعم المفضلة.""""Shawarma""",,"""Today 4:00 PM–1:00 AM """"Tue 6:00 PM–4:00 AM """"Wed 6:00 PM–3:00 AM """"Thu–Fri 4:00 PM–3:00 AM """"Sat 4:00 PM–7:00 PM 9:00 PM–3:00 AM """"Sun Noon–1:00 PM 4:00 PM–2:00 AM ""","""Price : $$""""Dinner : Dinner"""
4ed6493d8b8166599366dd04,Pizza Era (بيتزا إرا),Az Zubair Ibn Al Awam,Al Hariq,24.69790872719973,46.79609127965404,SA,الرياض,المملكة العربية السعودية,"""Pizza Place""",False,23,http://www.pizzaera.com,1,Cheap,$,101,8.6,69,,"""Ryadh""""مطاعم الرياض""""المطاعم""""Restaurants to visit in KSA""","""Mon–Sun 11:00 AM–12:30 AM ""","""Today 4:00 PM–5:00 PM 8:00 PM–Midnight """"Tue 2:00 PM–5:00 PM 8:00 PM–Midnight """"Wed 5:00 PM–1:00 AM """"Thu 2:00 PM–5:00 PM 9:00 PM–2:00 AM """"Fri 2:00 PM–1:00 AM """"Sat 5:00 PM–1:00 AM """"Sun 1:00 PM–3:00 PM 8:00 PM–11:00 PM ""","""Price : $""""Reservations : No""""Credit Cards : Yes""""Outdoor Seating : No""""Wi-Fi : Yes""""Brunch : Brunch""""Dinner : Dinner""""Happy Hour : Happy Hour""""Delivery : Delivery"""
